ProductName,ProductID,Price,StockQuantity,Category
Product 776,776,537.27,750,Category 7
Product 777,777,161.65,336,Category 8
Product 778,778,326.72,745,Category 9
Product 779,779,402.72,172,Category 10
Product 780,780,259.65,209,Category 1
Product 781,781,739.00,101,Category 2
Product 782,782,996.71,457,Category 3
Product 783,783,891.03,233,Category 4
Product 784,784,455.62,491,Category 5
Product 785,785,396.33,493,Category 6
Product 786,786,790.83,851,Category 7
Product 787,787,11.77,995,Category 8
Product 788,788,405.44,277,Category 9
Product 789,789,79.39,244,Category 10
Product 790,790,603.85,745,Category 1
Product 791,791,392.81,294,Category 2
Product 792,792,859.17,63,Category 3
Product 793,793,448.81,43,Category 4
Product 794,794,620.31,404,Category 5
Product 795,795,845.14,87,Category 6
Product 796,796,891.73,971,Category 7
Product 797,797,964.24,892,Category 8
Product 798,798,887.85,166,Category 9
Product 799,799,460.48,450,Category 10
Product 800,800,426.54,700,Category 1
Product 801,801,468.25,767,Category 2
Product 802,802,384.75,779,Category 3
Product 803,803,896.80,899,Category 4
Product 804,804,424.22,230,Category 5
Product 805,805,472.85,457,Category 6
Product 806,806,888.24,639,Category 7
Product 807,807,29.27,680,Category 8
Product 808,808,683.21,456,Category 9
Product 809,809,508.71,189,Category 10
Product 810,810,393.14,667,Category 1
Product 811,811,141.82,433,Category 2
Product 812,812,843.62,616,Category 3
Product 813,813,320.71,6,Category 4
Product 814,814,289.72,460,Category 5
Product 815,815,505.66,747,Category 6
Product 816,816,233.70,927,Category 7
Product 817,817,611.98,292,Category 8
Product 818,818,51.13,516,Category 9
Product 819,819,176.14,99,Category 10
Product 820,820,410.05,838,Category 1
Product 821,821,397.40,281,Category 2
Product 822,822,286.49,781,Category 3
Product 823,823,120.00,348,Category 4
Product 824,824,180.10,609,Category 5
Product 825,825,136.73,5,Category 6
Product 826,826,614.52,934,Category 7
Product 827,827,241.44,250,Category 8
Product 828,828,724.69,78,Category 9
Product 829,829,169.31,708,Category 10
Product 830,830,28.84,577,Category 1
Product 831,831,358.41,698,Category 2
Product 832,832,107.84,708,Category 3
Product 833,833,209.74,730,Category 4
Product 834,834,244.08,921,Category 5
Product 835,835,85.99,857,Category 6
Product 836,836,690.14,814,Category 7
Product 837,837,725.35,200,Category 8
Product 838,838,164.09,2,Category 9
Product 839,839,272.05,280,Category 10
Product 840,840,307.72,530,Category 1
Product 841,841,341.40,891,Category 2
Product 842,842,900.85,331,Category 3
Product 843,843,523.75,736,Category 4
Product 844,844,987.33,58,Category 5
Product 845,845,17.76,258,Category 6
Product 846,846,309.52,513,Category 7
Product 847,847,497.42,72,Category 8
Product 848,848,239.65,313,Category 9
Product 849,849,497.77,259,Category 10
Product 850,850,903.01,629,Category 1
Product 851,851,674.16,810,Category 2
Product 852,852,734.47,345,Category 3
Product 853,853,879.42,174,Category 4
Product 854,854,278.77,360,Category 5
Product 855,855,311.11,671,Category 6
Product 856,856,896.18,887,Category 7
Product 857,857,594.83,837,Category 8
Product 858,858,834.57,141,Category 9
Product 859,859,882.51,476,Category 10
Product 860,860,938.54,880,Category 1
Product 861,861,249.83,890,Category 2
Product 862,862,304.21,704,Category 3
Product 863,863,950.47,888,Category 4
Product 864,864,518.74,839,Category 5
Product 865,865,852.38,838,Category 6
Product 866,866,283.21,874,Category 7
Product 867,867,895.53,399,Category 8
Product 868,868,769.39,521,Category 9
Product 869,869,753.07,469,Category 10
Product 870,870,761.43,806,Category 1
Product 871,871,583.36,8,Category 2
Product 872,872,813.94,464,Category 3
Product 873,873,904.21,719,Category 4
Product 874,874,176.95,285,Category 5
Product 875,875,502.92,827,Category 6
Product 876,876,607.40,581,Category 7
Product 877,877,138.79,93,Category 8
Product 878,878,514.08,676,Category 9
Product 879,879,452.49,169,Category 10
Product 880,880,995.84,659,Category 1
Product 881,881,592.28,174,Category 2
Product 882,882,149.68,696,Category 3
Product 883,883,819.64,277,Category 4
Product 884,884,448.21,258,Category 5
Product 885,885,613.10,130,Category 6
Product 886,886,711.34,943,Category 7
Product 887,887,529.99,419,Category 8
Product 888,888,93.35,461,Category 9
Product 889,889,773.39,325,Category 10
Product 890,890,278.37,170,Category 1
Product 891,891,540.54,430,Category 2
Product 892,892,729.16,886,Category 3
Product 893,893,748.35,659,Category 4
Product 894,894,665.55,917,Category 5
Product 895,895,593.73,849,Category 6
Product 896,896,978.58,49,Category 7
Product 897,897,599.97,522,Category 8
Product 898,898,471.08,98,Category 9
Product 899,899,289.97,390,Category 10
Product 900,900,537.30,673,Category 1
Product 901,901,888.55,280,Category 2
Product 902,902,379.17,265,Category 3
Product 903,903,558.39,495,Category 4
Product 904,904,365.98,937,Category 5
Product 905,905,112.57,673,Category 6
Product 906,906,615.51,159,Category 7
Product 907,907,92.13,664,Category 8
Product 908,908,86.00,133,Category 9
Product 909,909,369.51,994,Category 10
Product 910,910,59.22,352,Category 1
Product 911,911,297.43,730,Category 2
Product 912,912,256.97,587,Category 3
Product 913,913,162.38,698,Category 4
Product 914,914,771.11,835,Category 5
Product 915,915,246.54,776,Category 6
Product 916,916,534.61,302,Category 7
Product 917,917,326.74,668,Category 8
Product 918,918,499.09,78,Category 9
Product 919,919,179.76,689,Category 10
Product 920,920,671.65,788,Category 1
Product 921,921,150.54,588,Category 2
Product 922,922,740.97,428,Category 3
Product 923,923,116.82,492,Category 4
Product 924,924,356.81,842,Category 5
Product 925,925,619.18,50,Category 6
Product 926,926,234.89,291,Category 7
Product 927,927,829.03,575,Category 8
Product 928,928,459.92,545,Category 9
Product 929,929,227.08,821,Category 10
Product 930,930,415.41,611,Category 1
Product 931,931,922.00,791,Category 2
Product 932,932,925.21,464,Category 3
Product 933,933,416.15,93,Category 4
Product 934,934,162.50,599,Category 5
Product 935,935,837.73,968,Category 6
Product 936,936,477.06,34,Category 7
Product 937,937,920.33,6,Category 8
Product 938,938,936.18,65,Category 9
Product 939,939,227.01,597,Category 10
Product 940,940,206.20,618,Category 1
Product 941,941,573.76,646,Category 2
Product 942,942,94.38,555,Category 3
Product 943,943,809.01,687,Category 4
Product 944,944,987.20,986,Category 5
Product 945,945,421.64,818,Category 6
Product 946,946,379.13,274,Category 7
Product 947,947,619.02,973,Category 8
Product 948,948,276.04,960,Category 9
Product 949,949,521.92,964,Category 10
Product 950,950,639.26,134,Category 1
Product 951,951,972.22,345,Category 2
Product 952,952,345.16,89,Category 3
Product 953,953,703.50,992,Category 4
Product 954,954,580.62,795,Category 5
Product 955,955,977.24,976,Category 6
Product 956,956,32.85,747,Category 7
Product 957,957,505.87,816,Category 8
Product 958,958,754.35,765,Category 9
Product 959,959,678.71,670,Category 10
Product 960,960,420.58,975,Category 1
Product 961,961,580.63,746,Category 2
Product 962,962,586.67,928,Category 3
Product 963,963,773.87,470,Category 4
Product 964,964,795.59,578,Category 5
Product 965,965,761.93,17,Category 6
Product 966,966,248.19,544,Category 7
Product 967,967,906.89,873,Category 8
Product 968,968,634.63,613,Category 9
Product 969,969,164.28,480,Category 10
Product 970,970,334.09,550,Category 1
Product 971,971,911.92,67,Category 2
Product 972,972,953.47,169,Category 3
Product 973,973,672.80,356,Category 4
Product 974,974,521.56,720,Category 5
Product 975,975,57.14,984,Category 6
Product 976,976,405.33,501,Category 7
Product 977,977,465.31,450,Category 8
Product 978,978,849.36,193,Category 9
Product 979,979,423.57,76,Category 10
Product 980,980,550.11,381,Category 1
Product 981,981,641.41,263,Category 2
Product 982,982,940.30,317,Category 3
Product 983,983,301.73,365,Category 4
Product 984,984,120.01,993,Category 5
Product 985,985,488.11,821,Category 6
Product 986,986,716.03,371,Category 7
Product 987,987,35.44,823,Category 8
Product 988,988,919.96,267,Category 9
Product 989,989,129.10,655,Category 10
Product 990,990,88.43,587,Category 1
Product 991,991,495.81,454,Category 2
Product 992,992,696.80,395,Category 3
Product 993,993,551.76,548,Category 4
Product 994,994,344.53,822,Category 5
Product 995,995,765.13,498,Category 6
Product 996,996,534.66,498,Category 7
Product 997,997,831.60,475,Category 8
Product 998,998,697.15,861,Category 9
Product 999,999,865.23,645,Category 10
Product 1000,1000,491.77,437,Category 1
